,Name,UniqeIdentifier,No.,name_url,HP,Att,Def,S.Att,S.Def,Spd,Ph.Sweep,Sp.Sweep,Wall,Ph.Tank,Sp.Tank,PrimaryType,SecondaryType,Ability,Ability Gen,Ability Category,Activation Requirement,Gen,Male%,Female%,against_Normal,against_Fire,against_Water,against_Electric,against_Grass,against_Ice,against_Fight,against_Poison,against_Ground,against_Flying,against_Psychic,against_Bug,against_Rock,against_Ghost,against_Dragon,against_Dark,against_Steel,against_Fairy,Height (m),Weight (kg),Capture Rate,Base Happiness,Base Egg Steps,Experience Growth,mega_evolution,overall_legendary,final_stage,regional_form
72,Blaziken,257blazikenBlaze3,257,blaziken,80,120,70,110,70,80,200,190,220,190,180,fire,fighting,Blaze,3,Conditional Power Boosts,Yes,3,88.0,12.0,1.0,0.5,2.0,1.0,0.5,0.5,1.0,1.0,2.0,2.0,2.0,0.25,1.0,1.0,1.0,0.5,0.5,1.0,1.9,52.0,45,50,2560,Medium Slow,1,0,1,0
73,Blipbug,824blipbugSwarm8,824,blipbug,25,20,20,25,45,45,65,70,90,40,70,bug,,Swarm,3,Conditional Power Boosts,Yes,8,50.2,49.8,1.0,2.0,1.0,1.0,0.5,1.0,0.5,1.0,0.5,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.4,8.0,255,50,1920,Medium Fast,0,0,0,0
74,Blissey,242blisseyNatural Cure2,242,blissey,255,10,10,75,135,55,65,130,400,20,210,normal,,Natural Cure,3,Stats Affected,Yes,2,0.0,100.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.5,46.8,30,140,5120,Fast,0,0,1,0
75,Blitzle,522blitzleLightning Rod5,522,blitzle,45,60,32,50,32,76,136,126,109,92,82,electric,,Lightning Rod,3,Type Advantage and Manipulation,Yes,5,50.0,50.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,0.8,29.8,190,50,2560,Medium Fast,0,0,0,0
76,Boldore,525boldoreSturdy5,525,boldore,70,105,105,50,40,20,125,70,215,210,90,rock,,Sturdy,3,Damage Modification,No,5,50.2,49.8,0.5,0.5,2.0,1.0,2.0,1.0,2.0,0.5,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,0.9,102.0,120,50,1920,Medium Slow,0,0,0,0
77,Boltund,836boltundStrong Jaw8,836,boltund,69,90,60,90,60,121,211,211,189,150,150,electric,,Strong Jaw,6,Conditional Power Boosts,Yes,8,50.2,49.8,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,34.0,45,50,2560,Fast,0,0,1,0
78,Bombirdier,962bombirdierBig Pecks9,962,bombirdier,70,103,85,60,85,82,185,142,240,188,145,flying,dark,Big Pecks,5,Damage Modification,Yes,9,50.0,50.0,1.0,1.0,1.0,2.0,0.5,2.0,1.0,1.0,0.0,1.0,0.0,1.0,2.0,0.5,1.0,0.5,1.0,2.0,1.5,42.9,25,50,4480,Slow,0,0,1,0
79,Bonsly,438bonslySturdy4,438,bonsly,50,80,95,10,45,10,90,20,190,175,55,rock,,Sturdy,3,Damage Modification,No,4,50.0,50.0,0.5,0.5,2.0,1.0,2.0,1.0,2.0,0.5,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,0.5,15.0,255,50,2560,Medium Fast,0,0,0,0
80,Bouffalant,626bouffalantReckless5,626,bouffalant,95,110,95,40,95,55,165,95,285,205,135,normal,,Reckless,4,Conditional Power Boosts,No,5,50.2,49.8,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.6,94.6,45,50,2560,Medium Fast,0,0,1,0
81,Bounsweet,761bounsweetLeaf Guard7,761,bounsweet,42,30,38,30,38,32,62,62,118,68,68,grass,,Leaf Guard,4,Stats Affected,Yes,7,0.0,100.0,1.0,2.0,0.5,0.5,0.5,2.0,1.0,2.0,0.5,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.3,3.2,235,50,2560,Medium Slow,0,0,0,0
82,Braixen,654braixenBlaze6,654,braixen,59,59,58,90,70,73,132,163,187,117,160,fire,,Blaze,3,Conditional Power Boosts,Yes,6,88.0,12.0,1.0,0.5,2.0,1.0,0.5,0.5,1.0,1.0,2.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,0.5,0.5,1.0,14.5,45,50,2560,Medium Slow,0,0,0,0
83,Brambleghast,947brambleghastWind Rider9,947,brambleghast,55,115,70,80,70,90,205,170,195,185,150,grass,ghost,Wind Rider,9,Conditional Power Boosts,Yes,9,50.0,50.0,0.0,2.0,0.5,0.5,0.5,2.0,0.0,1.0,0.5,2.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,1.2,6.0,45,50,2560,Medium Fast,0,0,1,0
84,Bramblin,946bramblinWind Rider9,946,bramblin,40,65,30,45,35,60,125,105,105,95,80,grass,ghost,Wind Rider,9,Conditional Power Boosts,Yes,9,50.0,50.0,0.0,2.0,0.5,0.5,0.5,2.0,0.0,1.0,0.5,2.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,0.6,0.6,190,50,2560,Medium Fast,0,0,0,0
85,Braviary,628braviaryKeen Eye5,628,braviary,100,123,75,57,75,80,203,137,250,198,132,normal,flying,Keen Eye,3,Damage Modification,Yes,5,100.0,0.0,1.0,1.0,1.0,2.0,0.5,2.0,1.0,1.0,0.0,1.0,1.0,0.5,2.0,0.0,1.0,1.0,1.0,1.0,1.5,41.0,60,50,2560,Slow,0,0,1,0
86,Breloom,286breloomEffect Spore3,286,breloom,60,130,80,60,60,70,200,130,200,210,120,grass,fighting,Effect Spore,3,Status Affected,No,3,50.0,50.0,1.0,2.0,0.5,0.5,0.5,2.0,1.0,2.0,0.5,4.0,2.0,1.0,0.5,1.0,1.0,0.5,1.0,2.0,1.2,39.2,90,50,1920,Fluctuating,0,0,1,0
87,Brionne,729brionneTorrent7,729,brionne,60,69,69,91,81,50,119,141,210,138,172,water,,Torrent,3,Conditional Power Boosts,Yes,7,88.0,12.0,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,0.6,17.5,45,50,1920,Medium Slow,0,0,0,0
88,Bronzong,437bronzongLevitate4,437,bronzong,67,89,116,79,116,33,122,112,299,205,195,steel,psychic,Levitate,3,Type Advantage and Manipulation,No,4,0.0,0.0,0.5,2.0,1.0,1.0,0.5,0.5,1.0,0.0,0.0,0.5,0.25,1.0,0.5,2.0,0.5,2.0,0.5,0.5,1.3,187.0,90,50,2560,Medium Fast,0,0,1,0
89,Bronzor,436bronzorLevitate4,436,bronzor,57,24,86,24,86,23,47,47,229,110,110,steel,psychic,Levitate,3,Type Advantage and Manipulation,No,4,0.0,0.0,0.5,2.0,1.0,1.0,0.5,0.5,1.0,0.0,0.0,0.5,0.25,1.0,0.5,2.0,0.5,2.0,0.5,0.5,0.5,60.5,255,50,2560,Medium Fast,0,0,0,0
90,Brute Bonnet,986brutebonnetProtosynthesis9,986,brutebonnet,111,127,99,79,99,55,182,134,309,226,178,grass,dark,Protosynthesis,9,Stats Affected,Yes,9,0.0,0.0,1.0,2.0,0.5,0.5,0.5,2.0,2.0,2.0,0.5,2.0,0.0,4.0,1.0,0.5,1.0,0.5,1.0,2.0,1.2,21.0,50,0,6400,Slow,0,0,1,0
91,Bruxish,779bruxishDazzling7,779,bruxish,68,105,70,70,70,92,197,162,208,175,140,water,psychic,Dazzling,7,Damage Modification,No,7,50.0,50.0,1.0,0.5,0.5,2.0,2.0,0.5,0.5,1.0,1.0,1.0,0.5,2.0,1.0,2.0,1.0,2.0,0.5,1.0,0.9,19.0,80,50,1920,Medium Fast,0,0,1,0
92,Budew,406budewNatural Cure4,406,budew,40,30,35,50,70,55,85,105,145,65,120,grass,poison,Natural Cure,3,Stats Affected,Yes,4,50.2,49.8,1.0,2.0,0.5,0.5,0.25,2.0,0.5,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.2,1.2,255,50,2560,Medium Slow,0,0,0,0
93,Buizel,418buizelSwift Swim4,418,buizel,55,65,35,60,30,85,150,145,120,100,90,water,,Swift Swim,3,Stats Affected,Yes,4,50.0,50.0,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,0.7,29.5,190,50,2560,Medium Fast,0,0,0,0
94,Bulbasaur,1bulbasaurOvergrow1,1,bulbasaur,45,49,49,65,65,45,94,110,159,98,130,grass,poison,Overgrow,3,Conditional Power Boosts,Yes,1,88.0,12.0,1.0,2.0,0.5,0.5,0.25,2.0,0.5,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.7,6.9,45,50,2560,Medium Slow,0,0,0,0
95,Buneary,427bunearyRun Away4,427,buneary,55,66,44,44,56,85,151,129,155,110,100,normal,,Run Away,3,Miscellaneous,No,4,50.2,49.8,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.4,5.5,190,0,2560,Medium Fast,0,0,0,0
96,Bunnelby,659bunnelbyPickup6,659,bunnelby,38,36,38,32,36,57,93,89,112,74,68,normal,,Pickup,3,Miscellaneous,No,6,50.2,49.8,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.4,5.0,255,50,1920,Medium Fast,0,0,0,0
97,Burmy,412burmyShed Skin4,412,burmy,40,29,45,29,45,36,65,65,130,74,74,bug,,Shed Skin,3,Miscellaneous,No,4,50.2,49.8,1.0,2.0,1.0,1.0,0.5,1.0,0.5,1.0,0.5,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.2,3.4,120,50,1920,Medium Fast,0,0,0,0
98,Butterfree,12butterfreeCompound Eyes1,12,butterfree,60,45,50,90,80,70,115,160,190,95,170,bug,flying,Compound Eyes,3,Stats Affected,No,1,50.2,49.8,1.0,2.0,1.0,2.0,0.25,2.0,0.25,1.0,0.0,2.0,1.0,0.5,4.0,1.0,1.0,1.0,1.0,1.0,1.1,32.0,45,50,1920,Medium Fast,0,0,1,0
99,Buzzwole,794buzzwoleBeast Boost7,794,buzzwole,107,139,139,53,53,79,218,132,299,278,106,bug,fighting,Beast Boost,7,Conditional Power Boosts,No,7,0.0,0.0,1.0,2.0,1.0,1.0,0.5,1.0,0.5,1.0,0.5,4.0,2.0,0.5,1.0,1.0,1.0,0.5,1.0,2.0,2.4,333.6,45,0,15360,Slow,0,1,1,0
100,Cacnea,331cacneaSand Veil3,331,cacnea,50,85,40,85,40,35,120,120,130,125,125,grass,,Sand Veil,3,Weather,Yes,3,50.0,50.0,1.0,2.0,0.5,0.5,0.5,2.0,1.0,2.0,0.5,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.4,51.3,190,35,2560,Medium Slow,0,0,0,0
101,Cacturne,332cacturneSand Veil3,332,cacturne,70,115,60,115,60,55,170,170,190,175,175,grass,dark,Sand Veil,3,Weather,Yes,3,50.0,50.0,1.0,2.0,0.5,0.5,0.5,2.0,2.0,2.0,0.5,2.0,0.0,4.0,1.0,0.5,1.0,0.5,1.0,2.0,1.3,77.4,60,35,2560,Medium Slow,0,0,1,0
102,Calyrex,898calyrexUnnerve8,898,calyrex,100,80,80,80,80,80,160,160,260,160,160,psychic,grass,Unnerve,5,Miscellaneous,No,8,0.0,0.0,1.0,2.0,0.5,0.5,0.5,2.0,0.5,2.0,0.5,2.0,0.5,4.0,1.0,2.0,1.0,2.0,1.0,1.0,1.1,7.7,3,100,15360,Slow,0,1,1,0
103,Camerupt,323cameruptMagma Armor3,323,camerupt,70,100,70,105,75,40,140,145,215,170,180,fire,ground,Magma Armor,3,Damage Modification,Yes,3,50.0,50.0,1.0,0.5,4.0,0.0,1.0,1.0,1.0,0.5,2.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5,1.9,220.0,150,50,2560,Medium Fast,1,0,1,0
104,Capsakid,951capsakidChlorophyll9,951,capsakid,50,62,40,62,40,50,112,112,130,102,102,grass,,Chlorophyll,3,Stats Affected,Yes,9,50.0,50.0,1.0,2.0,0.5,0.5,0.5,2.0,1.0,2.0,0.5,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.3,3.0,190,50,2560,Medium Fast,0,0,0,0
105,Carbink,703carbinkClear Body6,703,carbink,50,50,150,50,150,50,100,100,350,200,200,rock,fairy,Clear Body,3,Stats Affected,Yes,6,0.0,0.0,0.5,0.5,2.0,1.0,2.0,1.0,1.0,1.0,2.0,0.5,1.0,0.5,1.0,1.0,0.0,0.5,4.0,1.0,0.3,5.7,60,50,3200,Slow,0,0,1,0
106,Carkol,838carkolSteam Engine8,838,carkol,80,60,90,60,70,50,110,110,240,150,130,rock,fire,Steam Engine,8,Stats Affected,Yes,8,50.0,50.0,0.5,0.25,4.0,1.0,1.0,0.5,2.0,0.5,4.0,0.5,1.0,0.5,2.0,1.0,1.0,1.0,1.0,0.5,1.1,78.0,120,50,1920,Medium Slow,0,0,0,0
107,Carnivine,455carnivineLevitate4,455,carnivine,74,100,72,90,72,46,146,136,218,172,162,grass,,Levitate,3,Type Advantage and Manipulation,No,4,50.2,49.8,1.0,2.0,0.5,0.5,0.5,2.0,1.0,2.0,0.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.4,27.0,200,50,3200,Slow,0,0,1,0
108,Carracosta,565carracostaSolid Rock5,565,carracosta,74,108,133,83,65,32,140,115,272,241,148,water,rock,Solid Rock,4,Damage Modification,No,5,88.14,11.86,0.5,0.25,1.0,2.0,4.0,0.5,2.0,0.5,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.2,81.0,45,50,3840,Medium Fast,0,0,1,0
109,Carvanha,318carvanhaRough Skin3,318,carvanha,45,90,20,65,20,65,155,130,85,110,85,water,dark,Rough Skin,3,Miscellaneous,Yes,3,50.2,49.8,1.0,0.5,0.5,2.0,2.0,0.5,2.0,1.0,1.0,1.0,0.0,2.0,1.0,0.5,1.0,0.5,0.5,2.0,0.8,20.8,225,35,2560,Slow,0,0,0,0
110,Cascoon,268cascoonShed Skin3,268,cascoon,50,35,55,25,25,15,50,40,130,90,50,bug,,Shed Skin,3,Miscellaneous,No,3,50.2,49.8,1.0,2.0,1.0,1.0,0.5,1.0,0.5,1.0,0.5,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.7,11.5,120,50,1920,Medium Fast,0,0,0,0
111,Castform,351castformForecast3,351,castform,70,70,70,70,70,70,140,140,210,140,140,normal,,Forecast,3,Weather,No,3,50.2,49.8,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.3,0.8,45,50,3200,Medium Fast,0,0,1,0
112,Caterpie,10caterpieShield Dust1,10,caterpie,45,30,35,20,20,45,75,65,100,65,40,bug,,Shield Dust,3,Miscellaneous,No,1,50.2,49.8,1.0,2.0,1.0,1.0,0.5,1.0,0.5,1.0,0.5,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.3,2.9,255,50,1920,Medium Fast,0,0,0,0
113,Celebi,251celebiNatural Cure2,251,celebi,100,100,100,100,100,100,200,200,300,200,200,psychic,grass,Natural Cure,3,Stats Affected,Yes,2,0.0,0.0,1.0,2.0,0.5,0.5,0.5,2.0,0.5,2.0,0.5,2.0,0.5,4.0,1.0,2.0,1.0,2.0,1.0,1.0,0.6,5.0,45,100,15360,Medium Slow,0,1,1,0
114,Celesteela,797celesteelaBeast Boost7,797,celesteela,97,101,103,107,101,61,162,168,301,204,208,steel,flying,Beast Boost,7,Conditional Power Boosts,No,7,0.0,0.0,0.5,2.0,1.0,2.0,0.25,1.0,1.0,0.0,0.0,0.5,0.5,0.25,1.0,1.0,0.5,1.0,0.5,0.5,9.2,999.9,45,0,15360,Slow,0,1,1,0
115,Centiskorch,851centiskorchFlash Fire8,851,centiskorch,100,115,65,90,90,65,180,155,255,180,180,fire,bug,Flash Fire,3,Conditional Power Boosts,Yes,8,50.2,49.8,1.0,0.0,2.0,1.0,0.25,0.5,0.5,1.0,1.0,2.0,1.0,0.5,4.0,1.0,1.0,1.0,0.5,0.5,3.0,120.0,75,50,2560,Medium Fast,0,0,1,0
116,Ceruledge,937ceruledgeFlash Fire9,937,ceruledge,75,125,80,60,100,85,210,145,255,205,160,fire,ghost,Flash Fire,3,Conditional Power Boosts,Yes,9,50.0,50.0,0.0,0.0,2.0,1.0,0.5,0.5,0.0,0.5,2.0,1.0,1.0,0.25,2.0,2.0,1.0,2.0,0.5,0.5,1.6,62.0,25,20,4480,Slow,0,0,1,0
117,Cetitan,975cetitanThick Fat9,975,cetitan,170,113,65,45,55,73,186,118,290,178,100,ice,,Thick Fat,3,Type Advantage and Manipulation,No,9,50.0,50.0,1.0,0.5,1.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,4.5,700.0,50,50,3200,Medium Slow,0,0,1,0
118,Cetoddle,974cetoddleThick Fat9,974,cetoddle,108,68,45,30,40,43,111,73,193,113,70,ice,,Thick Fat,3,Type Advantage and Manipulation,No,9,50.0,50.0,1.0,0.5,1.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.2,45.0,150,50,3200,Medium Slow,0,0,0,0
119,Chandelure,609chandelureFlash Fire5,609,chandelure,60,55,90,145,90,80,135,225,240,145,235,ghost,fire,Flash Fire,3,Conditional Power Boosts,Yes,5,50.0,50.0,0.0,0.0,2.0,1.0,0.5,0.5,0.0,0.5,2.0,1.0,1.0,0.25,2.0,2.0,1.0,2.0,0.5,0.5,1.0,34.3,45,50,2560,Medium Slow,0,0,1,0
120,Chansey,113chanseyNatural Cure1,113,chansey,250,5,5,35,105,50,55,85,360,10,140,normal,,Natural Cure,3,Stats Affected,Yes,1,0.0,100.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.1,34.6,30,140,5120,Fast,0,0,0,0
121,Charcadet,935charcadetFlash Fire9,935,charcadet,40,50,40,50,40,35,85,85,120,90,90,fire,,Flash Fire,3,Conditional Power Boosts,Yes,9,50.0,50.0,1.0,0.0,2.0,1.0,0.5,0.5,1.0,1.0,2.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,0.5,0.5,0.6,10.5,90,50,4480,Slow,0,0,0,0
122,Charizard,6charizardBlaze1,6,charizard,78,84,78,109,85,100,184,209,241,162,194,fire,flying,Blaze,3,Conditional Power Boosts,Yes,1,88.0,12.0,1.0,0.5,2.0,2.0,0.25,1.0,0.5,1.0,0.0,1.0,1.0,0.25,4.0,1.0,1.0,1.0,0.5,0.5,1.7,90.5,45,50,2560,Medium Slow,1,0,1,0
123,Charjabug,737charjabugBattery7,737,charjabug,57,82,95,55,75,36,118,91,227,177,130,bug,electric,Battery,7,Stats Affected,No,7,50.0,50.0,1.0,2.0,1.0,0.5,0.5,1.0,0.5,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,0.5,1.0,0.5,10.5,120,50,1920,Medium Fast,0,0,0,0
124,Charmander,4charmanderBlaze1,4,charmander,39,52,43,60,50,65,117,125,132,95,110,fire,,Blaze,3,Conditional Power Boosts,Yes,1,88.0,12.0,1.0,0.5,2.0,1.0,0.5,0.5,1.0,1.0,2.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,0.5,0.5,0.6,8.5,45,50,2560,Medium Slow,0,0,0,0
125,Charmeleon,5charmeleonBlaze1,5,charmeleon,58,64,58,80,65,80,144,160,181,122,145,fire,,Blaze,3,Conditional Power Boosts,Yes,1,88.0,12.0,1.0,0.5,2.0,1.0,0.5,0.5,1.0,1.0,2.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,0.5,0.5,1.1,19.0,45,50,2560,Medium Slow,0,0,0,0
126,Chatot,441chatotKeen Eye4,441,chatot,76,65,45,92,42,91,156,183,163,110,134,normal,flying,Keen Eye,3,Damage Modification,Yes,4,50.2,49.8,1.0,1.0,1.0,2.0,0.5,2.0,1.0,1.0,0.0,1.0,1.0,0.5,2.0,0.0,1.0,1.0,1.0,1.0,0.5,1.9,30,35,2560,Medium Slow,0,0,1,0
127,Cherrim,421cherrimFlower Gift4,421,cherrim,70,60,70,87,78,85,145,172,218,130,165,grass,,Flower Gift,4,Conditional Power Boosts,Yes,4,50.2,49.8,1.0,2.0,0.5,0.5,0.5,2.0,1.0,2.0,0.5,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,9.3,75,50,2560,Medium Fast,0,0,1,0
128,Cherubi,420cherubiChlorophyll4,420,cherubi,45,35,45,62,53,35,70,97,143,80,115,grass,,Chlorophyll,3,Stats Affected,Yes,4,50.2,49.8,1.0,2.0,0.5,0.5,0.5,2.0,1.0,2.0,0.5,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.4,3.3,190,50,2560,Medium Fast,0,0,0,0
129,Chesnaught,652chesnaughtOvergrow6,652,chesnaught,88,107,122,74,75,64,171,138,285,229,149,grass,fighting,Overgrow,3,Conditional Power Boosts,Yes,6,88.0,12.0,1.0,2.0,0.5,0.5,0.5,2.0,1.0,2.0,0.5,4.0,2.0,1.0,0.5,1.0,1.0,0.5,1.0,2.0,1.6,90.0,45,50,2560,Medium Slow,0,0,1,0
130,Chespin,650chespinOvergrow6,650,chespin,56,61,65,48,45,38,99,86,166,126,93,grass,,Overgrow,3,Conditional Power Boosts,Yes,6,88.0,12.0,1.0,2.0,0.5,0.5,0.5,2.0,1.0,2.0,0.5,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.4,9.0,45,50,2560,Medium Slow,0,0,0,0
131,Chewtle,833chewtleStrong Jaw8,833,chewtle,50,64,50,38,38,44,108,82,138,114,76,water,,Strong Jaw,6,Conditional Power Boosts,Yes,8,50.0,50.0,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,0.3,8.5,255,50,2560,Medium Fast,0,0,0,0
132,Chi-Yu,1004chi-yuBeads of Ruin9,1004,chi-yu,55,80,80,135,120,100,180,235,255,160,255,dark,fire,Beads of Ruin,9,Stats Affected,No,9,0.0,0.0,1.0,0.5,2.0,1.0,0.5,0.5,2.0,1.0,2.0,1.0,0.0,1.0,2.0,0.5,1.0,0.5,0.5,1.0,0.4,4.9,6,0,6400,Slow,0,1,1,0
133,Chien-Pao,1002chien-paoSword of Ruin9,1002,chien-pao,80,120,80,90,65,135,255,225,225,200,155,dark,ice,Sword of Ruin,9,Stats Affected,No,9,0.0,0.0,1.0,2.0,1.0,1.0,1.0,0.5,4.0,1.0,1.0,1.0,0.0,2.0,2.0,0.5,1.0,0.5,2.0,2.0,1.9,152.2,6,0,6400,Slow,0,1,1,0
134,Chikorita,152chikoritaOvergrow2,152,chikorita,45,49,65,49,65,45,94,94,175,114,114,grass,,Overgrow,3,Conditional Power Boosts,Yes,2,88.0,12.0,1.0,2.0,0.5,0.5,0.5,2.0,1.0,2.0,0.5,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9,6.4,45,50,2560,Medium Slow,0,0,0,0
135,Chimchar,390chimcharBlaze4,390,chimchar,44,58,44,58,44,61,119,119,132,102,102,fire,,Blaze,3,Conditional Power Boosts,Yes,4,88.0,12.0,1.0,0.5,2.0,1.0,0.5,0.5,1.0,1.0,2.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,0.5,0.5,0.5,6.2,45,50,2560,Medium Slow,0,0,0,0
136,Chimecho,358chimechoLevitate3,358,chimecho,75,50,80,95,90,65,115,160,245,130,185,psychic,,Levitate,3,Type Advantage and Manipulation,No,3,50.0,50.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,0.0,1.0,0.5,2.0,1.0,2.0,1.0,2.0,1.0,1.0,0.6,1.0,45,50,3200,Fast,0,0,1,0
137,Chinchou,170chinchouVolt Absorb2,170,chinchou,75,38,38,56,56,67,105,123,169,76,112,water,electric,Volt Absorb,3,Healing,Yes,2,50.0,50.0,1.0,0.5,0.5,0.0,2.0,0.5,1.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,0.25,1.0,0.5,12.0,190,50,2560,Slow,0,0,0,0
138,Chingling,433chinglingLevitate4,433,chingling,45,30,50,65,50,45,75,110,145,80,115,psychic,,Levitate,3,Type Advantage and Manipulation,No,4,50.0,50.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,0.0,1.0,0.5,2.0,1.0,2.0,1.0,2.0,1.0,1.0,0.2,0.6,120,50,3200,Fast,0,0,0,0
139,Cinccino,573cinccinoCute Charm5,573,cinccino,75,95,60,65,60,115,210,180,195,155,125,normal,,Cute Charm,3,Stats Affected,Yes,5,25.0,75.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.5,7.5,60,50,1920,Fast,0,0,1,0
140,Cinderace,815cinderaceBlaze8,815,cinderace,80,116,75,65,75,119,235,184,230,191,140,fire,,Blaze,3,Conditional Power Boosts,Yes,8,88.0,12.0,1.0,0.5,2.0,1.0,0.5,0.5,1.0,1.0,2.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,0.5,0.5,1.4,33.0,45,50,2560,Medium Slow,0,0,1,0
141,Clamperl,366clamperlShell Armor3,366,clamperl,35,64,85,74,55,32,96,106,175,149,129,water,,Shell Armor,3,Critical Hit Interaction,Yes,3,50.2,49.8,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,0.4,52.5,255,50,2560,Erratic,0,0,0,0
142,Clauncher,692clauncherMega Launcher6,692,clauncher,50,53,62,58,63,44,97,102,175,115,121,water,,Mega Launcher,6,Status Affected,No,6,50.0,50.0,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,0.5,8.3,225,50,1920,Slow,0,0,0,0
143,Clawitzer,693clawitzerMega Launcher6,693,clawitzer,71,73,88,120,89,59,132,179,248,161,209,water,,Mega Launcher,6,Status Affected,No,6,50.0,50.0,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.3,35.3,55,50,1920,Slow,0,0,1,0
144,Claydol,344claydolLevitate3,344,claydol,60,70,105,70,120,75,145,145,285,175,190,ground,psychic,Levitate,3,Type Advantage and Manipulation,No,3,0.0,0.0,1.0,1.0,2.0,0.0,2.0,2.0,0.5,0.5,0.0,1.0,0.5,2.0,0.5,2.0,1.0,2.0,1.0,1.0,1.5,108.0,90,50,2560,Medium Fast,0,0,1,0
